"idsite","idearthquake","idbuilding","psdr","pfa","idresponse"
10,1,7,0.0010961,0.17544,3324
10,1,7,0.00097382,0.16562,3325
10,1,7,0.00082047,0.15536,3326
10,1,7,0.00071997,0.15738,3327
10,1,7,0.00065869,0.16144,3328
10,1,7,0.00070784,0.16112,3329
10,1,7,0.00075464,0.16363,3330
10,1,7,0.00080761,0.16501,3331
10,1,7,0.00084832,0.16485,3332
10,1,7,0.00087325,0.1729,3333
10,1,7,0.00087832,0.18027,3334
10,1,7,0.00086003,0.18003,3335
10,1,7,0.00081641,0.17319,3336
10,1,7,0.00074501,0.16139,3337
10,1,7,0.00065142,0.1408,3338
10,1,7,0.00051351,0.12008,3339
10,1,7,0.00033309,0.10582,3340
11,1,7,0.0037661,0.79397,3341
11,1,7,0.0039798,0.58967,3342
11,1,7,0.0041267,0.4227,3343
11,1,7,0.0042115,0.3269,3344
11,1,7,0.004232,0.40298,3345
11,1,7,0.0041566,0.53982,3346
11,1,7,0.0039244,0.62505,3347
11,1,7,0.0035499,0.63672,3348
11,1,7,0.0032629,0.6,3349
11,1,7,0.0033129,0.52433,3350
11,1,7,0.0033425,0.55074,3351
11,1,7,0.0033235,0.55582,3352
11,1,7,0.0032705,0.53256,3353
11,1,7,0.0031722,0.55194,3354
11,1,7,0.0029935,0.51626,3355
11,1,7,0.0026648,0.44739,3356
11,1,7,0.0024119,0.49774,3357
11,1,7,0.0020911,0.51177,3358
11,1,7,0.0017782,0.58848,3359
11,1,7,0.0016557,0.63612,3360
11,1,7,0.0015613,0.6371,3361
11,1,7,0.0015272,0.62614,3362
11,1,7,0.0015646,0.61599,3363
11,1,7,0.001592,0.62622,3364
11,1,7,0.0015817,0.604,3365
11,1,7,0.0015249,0.58957,3366
11,1,7,0.0014818,0.67353,3367
11,1,7,0.0013499,0.7,3368
11,1,7,0.0011085,0.7265,3369
11,1,7,0.00075855,0.69146,3370
12,1,7,0.0080938,0.73678,3371
12,1,7,0.008403,0.54095,3372
12,1,7,0.0086305,0.4455,3373
12,1,7,0.0087623,0.41787,3374
12,1,7,0.0088347,0.37615,3375
12,1,7,0.0088298,0.32803,3376
12,1,7,0.0086977,0.33206,3377
12,1,7,0.008514,0.32246,3378
12,1,7,0.0083552,0.32765,3379
12,1,7,0.0080629,0.3546,3380
12,1,7,0.0076322,0.39577,3381
12,1,7,0.0070691,0.43792,3382
12,1,7,0.006365,0.46349,3383
12,1,7,0.0055706,0.47046,3384
12,1,7,0.0047387,0.45047,3385
12,1,7,0.0040757,0.48564,3386
12,1,7,0.004262,0.51356,3387
12,1,7,0.0046215,0.53807,3388
12,1,7,0.0048906,0.54975,3389
12,1,7,0.0050501,0.54201,3390
12,1,7,0.0050907,0.51718,3391
12,1,7,0.0050332,0.48167,3392
12,1,7,0.0049062,0.47342,3393
12,1,7,0.0047211,0.4568,3394
12,1,7,0.0044714,0.46316,3395
12,1,7,0.004126,0.47086,3396
12,1,7,0.0036342,0.49961,3397
12,1,7,0.0029576,0.50503,3398
12,1,7,0.0021204,0.49801,3399
12,1,7,0.001137,0.47802,3400
13,1,7,0.00064423,0.30035,3401
13,1,7,0.00069004,0.23282,3402
13,1,7,0.00071665,0.16789,3403
13,1,7,0.0007273,0.10988,3404
13,1,7,0.00072081,0.11739,3405
13,1,7,0.00070395,0.1561,3406
13,1,7,0.00069612,0.19276,3407
13,1,7,0.00070206,0.21153,3408
13,1,7,0.00070291,0.2123,3409
13,1,7,0.00068693,0.19356,3410
13,1,7,0.00065136,0.16012,3411
13,1,7,0.00064261,0.17346,3412
13,1,7,0.00063944,0.18935,3413
13,1,7,0.00061831,0.18678,3414
13,1,7,0.00058157,0.1939,3415
13,1,7,0.00051761,0.21961,3416
13,1,7,0.00048457,0.2205,3417
13,1,7,0.00044767,0.20435,3418
13,1,7,0.00040781,0.17582,3419
13,1,7,0.00042274,0.15181,3420
13,1,7,0.00042926,0.16234,3421
13,1,7,0.00042589,0.17204,3422
13,1,7,0.00041185,0.19553,3423
13,1,7,0.00038769,0.21156,3424
13,1,7,0.00035667,0.22836,3425
13,1,7,0.00037073,0.23271,3426
13,1,7,0.00037003,0.2321,3427
13,1,7,0.00034346,0.22125,3428
13,1,7,0.00028644,0.21348,3429
13,1,7,0.00020134,0.19552,3430
14,1,7,0.00082158,0.2049,3431
14,1,7,0.00088036,0.16849,3432
14,1,7,0.00092334,0.13674,3433
14,1,7,0.00095691,0.1066,3434
14,1,7,0.00098027,0.081417,3435
14,1,7,0.00099069,0.068404,3436
14,1,7,0.00098656,0.073076,3437
14,1,7,0.00096723,0.080548,3438
14,1,7,0.00093406,0.094699,3439
14,1,7,0.0008873,0.10752,3440
14,1,7,0.00082873,0.12521,3441
14,1,7,0.00075965,0.13561,3442
14,1,7,0.00069957,0.13718,3443
14,1,7,0.00068124,0.13669,3444
14,1,7,0.00066761,0.14205,3445
14,1,7,0.00063166,0.14324,3446
14,1,7,0.00062062,0.14703,3447
14,1,7,0.00063306,0.14884,3448
14,1,7,0.00064196,0.15017,3449
14,1,7,0.00064626,0.14819,3450
14,1,7,0.0006451,0.15506,3451
14,1,7,0.00063712,0.16208,3452
14,1,7,0.00062113,0.16198,3453
14,1,7,0.0005959,0.15745,3454
14,1,7,0.00056017,0.15118,3455
14,1,7,0.00052971,0.14582,3456
14,1,7,0.00048574,0.13703,3457
14,1,7,0.00041869,0.12765,3458
14,1,7,0.00032317,0.118,3459
14,1,7,0.00021404,0.10814,3460
15,1,7,0.0011127,0.26033,3461
15,1,7,0.0011922,0.21327,3462
15,1,7,0.0012559,0.16154,3463
15,1,7,0.0013076,0.12994,3464
15,1,7,0.0013473,0.11395,3465
15,1,7,0.0013739,0.092937,3466
15,1,7,0.0013852,0.11715,3467
15,1,7,0.0013791,0.1384,3468
15,1,7,0.0013543,0.1494,3469
15,1,7,0.0013099,0.14926,3470
15,1,7,0.0012452,0.14842,3471
15,1,7,0.0011609,0.14706,3472
15,1,7,0.0010566,0.14798,3473
15,1,7,0.0009344,0.15663,3474
15,1,7,0.00091514,0.16154,3475
15,1,7,0.00089705,0.15873,3476
15,1,7,0.00091344,0.15506,3477
15,1,7,0.00092348,0.15658,3478
15,1,7,0.00092466,0.16532,3479
15,1,7,0.00091594,0.17452,3480
15,1,7,0.00089651,0.18039,3481
15,1,7,0.00087427,0.18127,3482
15,1,7,0.00089836,0.17981,3483
15,1,7,0.00090334,0.17165,3484
15,1,7,0.00088561,0.16023,3485
15,1,7,0.00084205,0.15078,3486
15,1,7,0.00076927,0.15873,3487
15,1,7,0.00066267,0.15957,3488
15,1,7,0.00051399,0.15147,3489
15,1,7,0.00033021,0.14631,3490
16,1,7,0.00078623,0.26179,3491
16,1,7,0.00085051,0.21972,3492
16,1,7,0.00089328,0.17237,3493
16,1,7,0.00091685,0.12297,3494
16,1,7,0.00091784,0.10369,3495
16,1,7,0.00089478,0.10852,3496
16,1,7,0.00084618,0.13227,3497
16,1,7,0.00083124,0.14433,3498
16,1,7,0.0008197,0.14027,3499
16,1,7,0.00080328,0.14699,3500
16,1,7,0.00078434,0.15048,3501
16,1,7,0.00076295,0.14904,3502
16,1,7,0.00073885,0.155,3503
16,1,7,0.00071437,0.15182,3504
16,1,7,0.00069487,0.14122,3505
16,1,7,0.00065565,0.1324,3506
16,1,7,0.00063952,0.12929,3507
16,1,7,0.00062205,0.14814,3508
16,1,7,0.00060346,0.16454,3509
16,1,7,0.0005846,0.17307,3510
16,1,7,0.00057062,0.17593,3511
16,1,7,0.00056039,0.17529,3512
16,1,7,0.00055015,0.17117,3513
16,1,7,0.00053542,0.16999,3514
16,1,7,0.00052219,0.1685,3515
16,1,7,0.00051936,0.16116,3516
16,1,7,0.00049173,0.14775,3517
16,1,7,0.00043353,0.1287,3518
16,1,7,0.00034135,0.11987,3519
16,1,7,0.00024979,0.11528,3520
17,1,7,0.0016429,0.27058,3521
17,1,7,0.0017645,0.23641,3522
17,1,7,0.0018796,0.19873,3523
17,1,7,0.0019844,0.17555,3524
17,1,7,0.0020626,0.14942,3525
17,1,7,0.0021118,0.12117,3526
17,1,7,0.0021859,0.096093,3527
17,1,7,0.002269,0.11127,3528
17,1,7,0.0023398,0.12251,3529
17,1,7,0.0023963,0.12964,3530
17,1,7,0.0024398,0.15023,3531
17,1,7,0.0024689,0.16655,3532
17,1,7,0.0024821,0.17614,3533
17,1,7,0.0024786,0.17944,3534
17,1,7,0.0024533,0.17866,3535
17,1,7,0.0023625,0.18557,3536
17,1,7,0.0023242,0.18454,3537
17,1,7,0.0022765,0.18196,3538
17,1,7,0.0022189,0.18506,3539
17,1,7,0.0021513,0.18542,3540
17,1,7,0.0021042,0.1786,3541
17,1,7,0.002076,0.17201,3542
17,1,7,0.0020234,0.16436,3543
17,1,7,0.0019416,0.16126,3544
17,1,7,0.0018276,0.15806,3545
17,1,7,0.0016786,0.16424,3546
17,1,7,0.0014899,0.16229,3547
17,1,7,0.001249,0.15919,3548
17,1,7,0.00093052,0.15107,3549
17,1,7,0.00053815,0.13855,3550
18,1,7,0.0034134,0.44267,3551
18,1,7,0.0036191,0.35303,3552
18,1,7,0.0037858,0.26999,3553
18,1,7,0.003903,0.23293,3554
18,1,7,0.0039733,0.27358,3555
18,1,7,0.0040024,0.28488,3556
18,1,7,0.0040011,0.32748,3557
18,1,7,0.003972,0.32133,3558
18,1,7,0.0039186,0.29174,3559
18,1,7,0.003841,0.29887,3560
18,1,7,0.00376,0.29838,3561
18,1,7,0.0037218,0.28325,3562
18,1,7,0.0037284,0.29117,3563
18,1,7,0.003732,0.3124,3564
18,1,7,0.0037052,0.31201,3565
18,1,7,0.0035609,0.29598,3566
18,1,7,0.0034863,0.26979,3567
18,1,7,0.0033796,0.24174,3568
18,1,7,0.0032372,0.23785,3569
18,1,7,0.0030624,0.24409,3570
18,1,7,0.0028685,0.27095,3571
18,1,7,0.0026988,0.31933,3572
18,1,7,0.0025779,0.3614,3573
18,1,7,0.0024597,0.39397,3574
18,1,7,0.0023234,0.41361,3575
18,1,7,0.0021568,0.4237,3576
18,1,7,0.0019485,0.42394,3577
18,1,7,0.0016684,0.40255,3578
18,1,7,0.0012593,0.39358,3579
18,1,7,0.00072572,0.37399,3580
19,1,7,0.0053953,0.64604,3581
19,1,7,0.0056567,0.47164,3582
19,1,7,0.005862,0.40432,3583
19,1,7,0.0059867,0.35025,3584
19,1,7,0.006038,0.29781,3585
19,1,7,0.0060333,0.29348,3586
19,1,7,0.0059624,0.31397,3587
19,1,7,0.0057956,0.41297,3588
19,1,7,0.0055244,0.47175,3589
19,1,7,0.0052264,0.48445,3590
19,1,7,0.005093,0.45892,3591
19,1,7,0.0049889,0.42698,3592
19,1,7,0.0048597,0.38931,3593
19,1,7,0.004689,0.37376,3594
19,1,7,0.0045636,0.38424,3595
19,1,7,0.0045494,0.40029,3596
19,1,7,0.004577,0.36005,3597
19,1,7,0.0045655,0.31976,3598
19,1,7,0.004513,0.34683,3599
19,1,7,0.0044112,0.36145,3600
19,1,7,0.0042581,0.4013,3601
19,1,7,0.0040325,0.46945,3602
19,1,7,0.0037063,0.52776,3603
19,1,7,0.0032796,0.57371,3604
19,1,7,0.002763,0.58027,3605
19,1,7,0.0024782,0.56563,3606
19,1,7,0.0023006,0.55557,3607
19,1,7,0.002001,0.54071,3608
19,1,7,0.001505,0.49739,3609
19,1,7,0.00084083,0.45545,3610
20,1,7,0.001094,0.15899,3611
20,1,7,0.0011596,0.13308,3612
20,1,7,0.001212,0.1153,3613
20,1,7,0.0012562,0.09695,3614
20,1,7,0.0012925,0.083468,3615
20,1,7,0.0013201,0.071334,3616
20,1,7,0.0013375,0.07489,3617
20,1,7,0.0013435,0.076826,3618
20,1,7,0.0013376,0.078431,3619
20,1,7,0.0013204,0.09221,3620
20,1,7,0.0013117,0.10896,3621
20,1,7,0.0012939,0.11737,3622
20,1,7,0.0012634,0.11871,3623
20,1,7,0.0012195,0.11226,3624
20,1,7,0.0011645,0.10594,3625
20,1,7,0.0010781,0.097074,3626
20,1,7,0.0010336,0.092741,3627
20,1,7,0.0010235,0.094758,3628
20,1,7,0.0010206,0.1063,3629
20,1,7,0.0010141,0.11638,3630
20,1,7,0.0010024,0.12058,3631
20,1,7,0.0009836,0.11852,3632
20,1,7,0.00095508,0.11204,3633
20,1,7,0.00091471,0.11169,3634
20,1,7,0.00085994,0.10878,3635
20,1,7,0.00078741,0.11205,3636
20,1,7,0.00069531,0.11241,3637
20,1,7,0.00058641,0.11442,3638
20,1,7,0.00044305,0.10753,3639
20,1,7,0.00027395,0.10287,3640
21,1,7,0.00091002,0.19938,3641
21,1,7,0.00097466,0.16775,3642
21,1,7,0.0010251,0.13271,3643
21,1,7,0.0010669,0.10663,3644
21,1,7,0.0011001,0.086897,3645
21,1,7,0.0011222,0.07703,3646
21,1,7,0.0011312,0.084653,3647
21,1,7,0.0011268,0.090586,3648
21,1,7,0.0011258,0.098231,3649
21,1,7,0.0011371,0.098222,3650
21,1,7,0.0011401,0.10235,3651
21,1,7,0.0011344,0.10859,3652
21,1,7,0.0011184,0.11682,3653
21,1,7,0.0010915,0.11595,3654
21,1,7,0.0010557,0.11632,3655
21,1,7,0.00098944,0.11454,3656
21,1,7,0.00095978,0.10998,3657
21,1,7,0.00093341,0.11492,3658
21,1,7,0.00091213,0.11733,3659
21,1,7,0.0008855,0.12293,3660
21,1,7,0.00085294,0.12865,3661
21,1,7,0.00082937,0.1319,3662
21,1,7,0.00082068,0.1319,3663
21,1,7,0.00079757,0.12919,3664
21,1,7,0.00075677,0.12389,3665
21,1,7,0.00069812,0.1154,3666
21,1,7,0.00061815,0.1157,3667
21,1,7,0.00051453,0.11118,3668
21,1,7,0.00038243,0.10449,3669
21,1,7,0.00024602,0.096081,3670
22,1,7,0.0057652,1.0003,3671
22,1,7,0.0060528,0.67832,3672
22,1,7,0.0062607,0.52708,3673
22,1,7,0.0063507,0.53817,3674
22,1,7,0.0063183,0.60174,3675
22,1,7,0.0061045,0.61039,3676
22,1,7,0.0056424,0.62421,3677
22,1,7,0.0054341,0.61102,3678
22,1,7,0.0052433,0.58747,3679
22,1,7,0.0050102,0.52633,3680
22,1,7,0.0047469,0.47992,3681
22,1,7,0.0044744,0.45849,3682
22,1,7,0.0043594,0.4293,3683
22,1,7,0.0044733,0.43994,3684
22,1,7,0.0045642,0.47642,3685
22,1,7,0.0045327,0.51901,3686
22,1,7,0.0045796,0.57434,3687
22,1,7,0.0046167,0.6236,3688
22,1,7,0.0046395,0.67711,3689
22,1,7,0.0046334,0.72198,3690
22,1,7,0.0045925,0.74823,3691
22,1,7,0.0044865,0.75116,3692
22,1,7,0.0042875,0.73153,3693
22,1,7,0.0039823,0.69991,3694
22,1,7,0.0036236,0.65915,3695
22,1,7,0.0032958,0.64956,3696
22,1,7,0.002938,0.67688,3697
22,1,7,0.0024812,0.70385,3698
22,1,7,0.0018621,0.6869,3699
22,1,7,0.0011031,0.63876,3700
23,1,7,0.00095041,0.21285,3701
23,1,7,0.0010132,0.17651,3702
23,1,7,0.0010542,0.13571,3703
23,1,7,0.0010815,0.10732,3704
23,1,7,0.001096,0.084709,3705
23,1,7,0.0010957,0.090371,3706
23,1,7,0.0010804,0.10347,3707
23,1,7,0.0010557,0.10781,3708
23,1,7,0.001025,0.11727,3709
23,1,7,0.00098987,0.12467,3710
23,1,7,0.00094744,0.126,3711
23,1,7,0.00094295,0.12127,3712
23,1,7,0.00094816,0.11179,3713
23,1,7,0.00094781,0.12244,3714
23,1,7,0.00095909,0.13006,3715
23,1,7,0.00092319,0.12893,3716
23,1,7,0.00091759,0.12313,3717
23,1,7,0.00090564,0.12814,3718
23,1,7,0.0008896,0.12548,3719
23,1,7,0.00089565,0.11804,3720
23,1,7,0.00090274,0.1139,3721
23,1,7,0.00089734,0.12062,3722
23,1,7,0.00087613,0.12163,3723
23,1,7,0.00083969,0.12406,3724
23,1,7,0.00078516,0.12667,3725
23,1,7,0.00071379,0.12468,3726
23,1,7,0.00062825,0.11647,3727
23,1,7,0.00054074,0.11038,3728
23,1,7,0.00041864,0.10758,3729
23,1,7,0.00026677,0.09772,3730
24,1,7,0.0006332,0.15155,3731
24,1,7,0.00067063,0.12391,3732
24,1,7,0.0006992,0.096076,3733
24,1,7,0.00072324,0.073883,3734
24,1,7,0.00074009,0.060448,3735
24,1,7,0.00074886,0.056055,3736
24,1,7,0.00074666,0.065511,3737
24,1,7,0.00073345,0.072739,3738
24,1,7,0.00071122,0.085695,3739
24,1,7,0.00070486,0.10188,3740
24,1,7,0.00071506,0.11386,3741
24,1,7,0.00072964,0.12283,3742
24,1,7,0.00072826,0.12484,3743
24,1,7,0.00070806,0.11954,3744
24,1,7,0.0006689,0.10821,3745
24,1,7,0.00063747,0.097089,3746
24,1,7,0.00064219,0.10137,3747
24,1,7,0.00064221,0.10121,3748
24,1,7,0.00063535,0.096629,3749
24,1,7,0.00062139,0.09949,3750
24,1,7,0.00059994,0.10855,3751
24,1,7,0.0005943,0.11335,3752
24,1,7,0.00058528,0.11358,3753
24,1,7,0.00056558,0.10908,3754
24,1,7,0.00053406,0.099949,3755
24,1,7,0.00048959,0.093599,3756
24,1,7,0.0004308,0.085469,3757
24,1,7,0.00036701,0.07646,3758
24,1,7,0.00028889,0.074894,3759
24,1,7,0.00019114,0.074925,3760
25,1,7,0.00064296,0.18313,3761
25,1,7,0.00068795,0.14914,3762
25,1,7,0.00072053,0.11196,3763
25,1,7,0.00074548,0.078701,3764
25,1,7,0.00076032,0.064123,3765
25,1,7,0.00076558,0.07264,3766
25,1,7,0.00075897,0.09664,3767
25,1,7,0.00075684,0.10978,3768
25,1,7,0.00074451,0.11423,3769
25,1,7,0.00072056,0.12692,3770
25,1,7,0.00068696,0.13047,3771
25,1,7,0.00064544,0.1254,3772
25,1,7,0.00060144,0.11362,3773
25,1,7,0.00055887,0.10604,3774
25,1,7,0.0005184,0.093628,3775
25,1,7,0.00046648,0.082007,3776
25,1,7,0.00043786,0.088902,3777
25,1,7,0.00040788,0.092245,3778
25,1,7,0.00039222,0.092919,3779
25,1,7,0.0004062,0.1068,3780
25,1,7,0.00041738,0.11833,3781
25,1,7,0.000439,0.1252,3782
25,1,7,0.00045446,0.14039,3783
25,1,7,0.00046115,0.15515,3784
25,1,7,0.00045606,0.16326,3785
25,1,7,0.00043684,0.16405,3786
25,1,7,0.00040074,0.15725,3787
25,1,7,0.00034575,0.14714,3788
25,1,7,0.00026676,0.13238,3789
25,1,7,0.0001696,0.11655,3790
26,1,7,0.0013755,0.32011,3791
26,1,7,0.0014674,0.25583,3792
26,1,7,0.0015452,0.18605,3793
26,1,7,0.0016086,0.13375,3794
26,1,7,0.0016571,0.12956,3795
26,1,7,0.0016915,0.13369,3796
26,1,7,0.0017105,0.155,3797
26,1,7,0.0017155,0.19547,3798
26,1,7,0.0017427,0.21992,3799
26,1,7,0.0017577,0.22192,3800
26,1,7,0.0017507,0.2047,3801
26,1,7,0.0017155,0.18597,3802
26,1,7,0.0016543,0.17371,3803
26,1,7,0.0015638,0.16169,3804
26,1,7,0.0014985,0.13641,3805
26,1,7,0.0013844,0.12726,3806
26,1,7,0.0013198,0.1266,3807
26,1,7,0.0012426,0.11928,3808
26,1,7,0.0011542,0.13588,3809
26,1,7,0.0011648,0.14292,3810
26,1,7,0.0011892,0.14511,3811
26,1,7,0.0011982,0.16968,3812
26,1,7,0.0011873,0.18921,3813
26,1,7,0.0011542,0.19889,3814
26,1,7,0.0010952,0.19852,3815
26,1,7,0.0010098,0.19535,3816
26,1,7,0.00089452,0.1888,3817
26,1,7,0.00074752,0.17722,3818
26,1,7,0.00056099,0.16334,3819
26,1,7,0.00034198,0.1519,3820
27,1,7,0.0015275,0.35373,3821
27,1,7,0.0016281,0.31111,3822
27,1,7,0.0017191,0.2601,3823
27,1,7,0.0018022,0.21296,3824
27,1,7,0.0018711,0.21413,3825
27,1,7,0.0019229,0.21572,3826
27,1,7,0.0019594,0.20424,3827
27,1,7,0.001986,0.22496,3828
27,1,7,0.0019945,0.22341,3829
27,1,7,0.0019827,0.21805,3830
27,1,7,0.0019518,0.22922,3831
27,1,7,0.0019024,0.24038,3832
27,1,7,0.0018313,0.23146,3833
27,1,7,0.0017472,0.20337,3834
27,1,7,0.0016536,0.1887,3835
27,1,7,0.0015322,0.21104,3836
27,1,7,0.0014877,0.23142,3837
27,1,7,0.0014715,0.24084,3838
27,1,7,0.0014627,0.24411,3839
27,1,7,0.0014474,0.24029,3840
27,1,7,0.0014212,0.24031,3841
27,1,7,0.0013827,0.26589,3842
27,1,7,0.0013273,0.2827,3843
27,1,7,0.0012572,0.29364,3844
27,1,7,0.0011662,0.29636,3845
27,1,7,0.0010571,0.28779,3846
27,1,7,0.00096284,0.26848,3847
27,1,7,0.00083088,0.24008,3848
27,1,7,0.0006423,0.22595,3849
27,1,7,0.00040418,0.19851,3850
28,1,7,0.00049826,0.12312,3851
28,1,7,0.00052662,0.10356,3852
28,1,7,0.00055264,0.082136,3853
28,1,7,0.00057537,0.067515,3854
28,1,7,0.00059216,0.054348,3855
28,1,7,0.00060081,0.054041,3856
28,1,7,0.00059976,0.056997,3857
28,1,7,0.00060514,0.05731,3858
28,1,7,0.00060894,0.067802,3859
28,1,7,0.00060909,0.080301,3860
28,1,7,0.0006055,0.087751,3861
28,1,7,0.00059772,0.090227,3862
28,1,7,0.00058512,0.088367,3863
28,1,7,0.00056713,0.082623,3864
28,1,7,0.00055614,0.082754,3865
28,1,7,0.00052805,0.082884,3866
28,1,7,0.00051782,0.08099,3867
28,1,7,0.00050579,0.078137,3868
28,1,7,0.00049128,0.085935,3869
28,1,7,0.000474,0.090415,3870
28,1,7,0.00045394,0.091285,3871
28,1,7,0.00043076,0.089168,3872
28,1,7,0.00040416,0.085691,3873
28,1,7,0.00037374,0.079582,3874
28,1,7,0.00034891,0.080448,3875
28,1,7,0.00032503,0.087216,3876
28,1,7,0.0003044,0.091368,3877
28,1,7,0.00026666,0.091233,3878
28,1,7,0.00020922,0.088713,3879
28,1,7,0.00013634,0.085114,3880
29,1,7,0.0013911,0.32237,3881
29,1,7,0.00148,0.26909,3882
29,1,7,0.0015615,0.21026,3883
29,1,7,0.0016402,0.15018,3884
29,1,7,0.0017109,0.11546,3885
29,1,7,0.0017705,0.10262,3886
29,1,7,0.0018173,0.13109,3887
29,1,7,0.0018497,0.14386,3888
29,1,7,0.0018664,0.15156,3889
29,1,7,0.0018656,0.16988,3890
29,1,7,0.001847,0.17736,3891
29,1,7,0.0018113,0.17297,3892
29,1,7,0.0017614,0.15942,3893
29,1,7,0.0017025,0.1405,3894
29,1,7,0.0016423,0.13812,3895
29,1,7,0.0015701,0.14829,3896
29,1,7,0.001606,0.15477,3897
29,1,7,0.0016647,0.15948,3898
29,1,7,0.001715,0.16274,3899
29,1,7,0.0017506,0.17242,3900
29,1,7,0.0017672,0.1885,3901
29,1,7,0.0017606,0.19472,3902
29,1,7,0.0017273,0.19101,3903
29,1,7,0.0016647,0.18552,3904
29,1,7,0.0015702,0.17419,3905
29,1,7,0.0014408,0.15721,3906
29,1,7,0.0012743,0.13856,3907
29,1,7,0.0010655,0.14189,3908
29,1,7,0.00079834,0.1385,3909
29,1,7,0.00047489,0.13279,3910
30,1,7,0.00086826,0.26844,3911
30,1,7,0.00091266,0.21729,3912
30,1,7,0.00095817,0.16118,3913
30,1,7,0.00098757,0.11865,3914
30,1,7,0.0010176,0.082634,3915
30,1,7,0.0010468,0.090651,3916
30,1,7,0.0010702,0.11745,3917
30,1,7,0.0010867,0.14815,3918
30,1,7,0.0010951,0.16822,3919
30,1,7,0.0010951,0.17379,3920
30,1,7,0.0010859,0.17574,3921
30,1,7,0.0010674,0.18495,3922
30,1,7,0.0010406,0.18436,3923
30,1,7,0.0010069,0.17691,3924
30,1,7,0.00097045,0.16061,3925
30,1,7,0.00091245,0.13917,3926
30,1,7,0.00088853,0.13254,3927
30,1,7,0.00086236,0.16154,3928
30,1,7,0.00083288,0.1856,3929
30,1,7,0.00081222,0.20239,3930
30,1,7,0.00080304,0.21339,3931
30,1,7,0.00078794,0.21523,3932
30,1,7,0.000764,0.2116,3933
30,1,7,0.00074566,0.2095,3934
30,1,7,0.00071591,0.20688,3935
30,1,7,0.00066979,0.19968,3936
30,1,7,0.00060384,0.19614,3937
30,1,7,0.00051296,0.19315,3938
30,1,7,0.00040277,0.18554,3939
30,1,7,0.00027903,0.17166,3940
31,1,7,0.00076891,0.25311,3941
31,1,7,0.00083019,0.20944,3942
31,1,7,0.00087214,0.16763,3943
31,1,7,0.00090178,0.11962,3944
31,1,7,0.00092241,0.079664,3945
31,1,7,0.00092876,0.071837,3946
31,1,7,0.00091928,0.080578,3947
31,1,7,0.00089353,0.086822,3948
31,1,7,0.00085199,0.099347,3949
31,1,7,0.00079591,0.11788,3950
31,1,7,0.00073044,0.12694,3951
31,1,7,0.00065476,0.13228,3952
31,1,7,0.00057643,0.12686,3953
31,1,7,0.00049724,0.12484,3954
31,1,7,0.00041771,0.11939,3955
31,1,7,0.00036582,0.12669,3956
31,1,7,0.00038247,0.12985,3957
31,1,7,0.00038804,0.13126,3958
31,1,7,0.00038127,0.13056,3959
31,1,7,0.00036362,0.13368,3960
31,1,7,0.00039936,0.1382,3961
31,1,7,0.00045283,0.13754,3962
31,1,7,0.00049554,0.1396,3963
31,1,7,0.00052287,0.13867,3964
31,1,7,0.00053202,0.13255,3965
31,1,7,0.00052031,0.1214,3966
31,1,7,0.00048501,0.11576,3967
31,1,7,0.000423,0.11437,3968
31,1,7,0.00032922,0.11099,3969
31,1,7,0.00021159,0.10696,3970
32,1,7,0.0016377,0.28581,3971
32,1,7,0.0017536,0.24942,3972
32,1,7,0.0018629,0.20891,3973
32,1,7,0.001966,0.16859,3974
32,1,7,0.0020505,0.14843,3975
32,1,7,0.0021102,0.1258,3976
32,1,7,0.00215,0.11185,3977
32,1,7,0.0021668,0.13896,3978
32,1,7,0.002157,0.15941,3979
32,1,7,0.0021221,0.16479,3980
32,1,7,0.0020585,0.17224,3981
32,1,7,0.0019717,0.16749,3982
32,1,7,0.001937,0.15059,3983
32,1,7,0.0019325,0.14512,3984
32,1,7,0.0019209,0.14987,3985
32,1,7,0.001858,0.15636,3986
32,1,7,0.0018411,0.15809,3987
32,1,7,0.0018173,0.15609,3988
32,1,7,0.0017838,0.16106,3989
32,1,7,0.001758,0.16829,3990
32,1,7,0.0017935,0.16849,3991
32,1,7,0.0018039,0.1687,3992
32,1,7,0.001785,0.16537,3993
32,1,7,0.0017336,0.15602,3994
32,1,7,0.001647,0.14818,3995
32,1,7,0.0015227,0.13385,3996
32,1,7,0.001354,0.12182,3997
32,1,7,0.0011311,0.11478,3998
32,1,7,0.0008392,0.1096,3999
32,1,7,0.00048683,0.10749,4000
33,1,7,0.0011232,0.47067,4001
33,1,7,0.0012136,0.36983,4002
33,1,7,0.00127,0.2608,4003
33,1,7,0.0013008,0.24742,4004
33,1,7,0.0013061,0.31344,4005
33,1,7,0.0012845,0.38545,4006
33,1,7,0.0012436,0.41358,4007
33,1,7,0.0011943,0.3962,4008
33,1,7,0.0011595,0.35524,4009
33,1,7,0.0011274,0.28808,4010
33,1,7,0.0010705,0.304,4011
33,1,7,0.00098455,0.31315,4012
33,1,7,0.00086656,0.31078,4013
33,1,7,0.00082389,0.3116,4014
33,1,7,0.00077176,0.34836,4015
33,1,7,0.00067862,0.35576,4016
33,1,7,0.00073385,0.32698,4017
33,1,7,0.00076509,0.35488,4018
33,1,7,0.00077313,0.35262,4019
33,1,7,0.00075248,0.32893,4020
33,1,7,0.00075185,0.36422,4021
33,1,7,0.00074742,0.36649,4022
33,1,7,0.00072861,0.33607,4023
33,1,7,0.00069587,0.41752,4024
