"idsite","idearthquake","idbuilding","sdr","pfa","idresponse"
108,1,3,0.0043254,0.1441,8766
108,1,3,0.0040362,0.22343,8767
108,1,3,0.0020588,0.25975,8768
109,1,3,0.0011265,0.036755,8769
109,1,3,0.0012411,0.046069,8770
109,1,3,0.0011526,0.050359,8771
109,1,3,0.0011667,0.044945,8772
109,1,3,0.0012297,0.038288,8773
109,1,3,0.001089,0.051766,8774
109,1,3,0.00078102,0.059238,8775
109,1,3,0.00046378,0.069853,8776
110,1,3,0.0067444,0.2203,8777
110,1,3,0.0087014,0.22587,8778
110,1,3,0.0072087,0.19899,8779
110,1,3,0.004961,0.1517,8780
110,1,3,0.0037946,0.15729,8781
110,1,3,0.0040067,0.16441,8782
110,1,3,0.0030609,0.19422,8783
110,1,3,0.0016444,0.23039,8784
111,1,3,0.00076638,0.10919,8785
111,1,3,0.00083234,0.092499,8786
111,1,3,0.00070815,0.090101,8787
111,1,3,0.00070891,0.089383,8788
111,1,3,0.0007522,0.083703,8789
111,1,3,0.00086926,0.081263,8790
111,1,3,0.00083794,0.056422,8791
111,1,3,0.00060009,0.099299,8792
112,1,3,0.00052753,0.033065,8793
112,1,3,0.00059411,0.035301,8794
112,1,3,0.00058176,0.031029,8795
112,1,3,0.00058485,0.027307,8796
112,1,3,0.00064115,0.028564,8797
112,1,3,0.00062595,0.026298,8798
112,1,3,0.0005124,0.033593,8799
112,1,3,0.00029943,0.045803,8800
113,1,3,0.0025701,0.041371,8801
113,1,3,0.0028332,0.054853,8802
113,1,3,0.002637,0.058885,8803
113,1,3,0.002352,0.069747,8804
113,1,3,0.002069,0.077658,8805
113,1,3,0.0016558,0.07927,8806
113,1,3,0.0012183,0.08438,8807
113,1,3,0.0006934,0.097432,8808
114,1,3,0.001312,0.094427,8809
114,1,3,0.0012281,0.11603,8810
114,1,3,0.0011183,0.10789,8811
114,1,3,0.0010242,0.11918,8812
114,1,3,0.0012705,0.1114,8813
114,1,3,0.0016164,0.073925,8814
114,1,3,0.0015556,0.10455,8815
114,1,3,0.00097897,0.15856,8816
115,1,3,0.0012637,0.047502,8817
115,1,3,0.0013145,0.056406,8818
115,1,3,0.0012137,0.066466,8819
115,1,3,0.0010243,0.059889,8820
115,1,3,0.00089697,0.052691,8821
115,1,3,0.0008609,0.04334,8822
115,1,3,0.00066545,0.051163,8823
115,1,3,0.00045742,0.074402,8824
116,1,3,0.00047243,0.026578,8825
116,1,3,0.0004682,0.033961,8826
116,1,3,0.00037675,0.038586,8827
116,1,3,0.00044496,0.032682,8828
116,1,3,0.00051565,0.028318,8829
116,1,3,0.0005331,0.025235,8830
116,1,3,0.00043747,0.030708,8831
116,1,3,0.00027344,0.041369,8832
117,1,3,0.00031202,0.026694,8833
117,1,3,0.00034363,0.025615,8834
117,1,3,0.00032715,0.022513,8835
117,1,3,0.00029363,0.027539,8836
117,1,3,0.00025984,0.022893,8837
117,1,3,0.00026839,0.021589,8838
117,1,3,0.00023349,0.018671,8839
117,1,3,0.00016029,0.027369,8840
118,1,3,0.00047182,0.03257,8841
118,1,3,0.00049403,0.038785,8842
118,1,3,0.00041224,0.047216,8843
118,1,3,0.00034922,0.037968,8844
118,1,3,0.00040798,0.047856,8845
118,1,3,0.00043307,0.028563,8846
118,1,3,0.00046258,0.024578,8847
118,1,3,0.00033432,0.060543,8848
119,1,3,0.010558,0.23885,8849
119,1,3,0.012385,0.21218,8850
119,1,3,0.012266,0.22012,8851
119,1,3,0.011436,0.2233,8852
119,1,3,0.008814,0.20884,8853
119,1,3,0.0065033,0.22568,8854
119,1,3,0.0041906,0.21134,8855
119,1,3,0.002119,0.25727,8856
120,1,3,0.00043498,0.03031,8857
120,1,3,0.00042909,0.028038,8858
120,1,3,0.00047712,0.02676,8859
120,1,3,0.0003908,0.034953,8860
120,1,3,0.00031943,0.022307,8861
120,1,3,0.00031315,0.040287,8862
120,1,3,0.00026597,0.024879,8863
120,1,3,0.0002191,0.042634,8864
121,1,3,0.00076825,0.075929,8865
121,1,3,0.00054968,0.10053,8866
121,1,3,0.00045999,0.073522,8867
121,1,3,0.00056836,0.059878,8868
121,1,3,0.00060236,0.075546,8869
121,1,3,0.00070384,0.055631,8870
121,1,3,0.00084627,0.043282,8871
121,1,3,0.00063467,0.10697,8872
122,1,3,0.00050074,0.024144,8873
122,1,3,0.00045313,0.032902,8874
122,1,3,0.00040319,0.02778,8875
122,1,3,0.00050028,0.02622,8876
122,1,3,0.00054137,0.022288,8877
122,1,3,0.00045696,0.027883,8878
122,1,3,0.00031574,0.025677,8879
122,1,3,0.00020807,0.035224,8880
123,1,3,0.00051046,0.034573,8881
123,1,3,0.00048399,0.044992,8882
123,1,3,0.00037957,0.041908,8883
123,1,3,0.00045026,0.035639,8884
123,1,3,0.00060967,0.032777,8885
123,1,3,0.00065528,0.02385,8886
123,1,3,0.00055196,0.039473,8887
123,1,3,0.00033765,0.055235,8888
124,1,3,0.0010403,0.04919,8889
124,1,3,0.00099588,0.070341,8890
124,1,3,0.00090789,0.068837,8891
124,1,3,0.00072066,0.067748,8892
124,1,3,0.00087796,0.064518,8893
124,1,3,0.00088831,0.042914,8894
124,1,3,0.00076351,0.053911,8895
124,1,3,0.00054138,0.087223,8896
125,1,3,0.0010901,0.099405,8897
125,1,3,0.0010895,0.11761,8898
125,1,3,0.0009037,0.11298,8899
125,1,3,0.00096095,0.11385,8900
125,1,3,0.0011164,0.094524,8901
125,1,3,0.0011775,0.065441,8902
125,1,3,0.00099787,0.081572,8903
125,1,3,0.00067947,0.12907,8904
126,1,3,0.00099743,0.044898,8905
126,1,3,0.0011015,0.044588,8906
126,1,3,0.0010445,0.043464,8907
126,1,3,0.00096171,0.042443,8908
126,1,3,0.00097228,0.041538,8909
126,1,3,0.00087613,0.040248,8910
126,1,3,0.00069069,0.046791,8911
126,1,3,0.00043641,0.062866,8912
127,1,3,0.00054025,0.061037,8913
127,1,3,0.00058448,0.06489,8914
127,1,3,0.00056668,0.067366,8915
127,1,3,0.00057982,0.068606,8916
127,1,3,0.00065294,0.045184,8917
127,1,3,0.00069171,0.058776,8918
127,1,3,0.00066503,0.056893,8919
127,1,3,0.00046665,0.082153,8920
128,1,3,0.00071114,0.062523,8921
128,1,3,0.0006635,0.074378,8922
128,1,3,0.00038354,0.079902,8923
128,1,3,0.0004587,0.068727,8924
128,1,3,0.0007528,0.03896,8925
128,1,3,0.00094642,0.030415,8926
128,1,3,0.00088679,0.058275,8927
128,1,3,0.00055935,0.092226,8928
129,1,3,0.00064802,0.041618,8929
129,1,3,0.00067011,0.045387,8930
129,1,3,0.00061389,0.051887,8931
129,1,3,0.00056463,0.049234,8932
129,1,3,0.0006679,0.03247,8933
129,1,3,0.00077155,0.0262,8934
129,1,3,0.00069087,0.047004,8935
129,1,3,0.00044865,0.069319,8936
130,1,3,0.00073701,0.039423,8937
130,1,3,0.00081772,0.050894,8938
130,1,3,0.00078024,0.049168,8939
130,1,3,0.00070751,0.045354,8940
130,1,3,0.00072738,0.040122,8941
130,1,3,0.0006694,0.028516,8942
130,1,3,0.00060254,0.041195,8943
130,1,3,0.0003819,0.063448,8944
131,1,3,0.001153,0.052172,8945
131,1,3,0.0012427,0.052306,8946
131,1,3,0.0011421,0.059509,8947
131,1,3,0.0010754,0.066936,8948
131,1,3,0.0010327,0.058755,8949
131,1,3,0.0008835,0.049814,8950
131,1,3,0.0006229,0.048606,8951
131,1,3,0.00040753,0.06969,8952
132,1,3,0.003721,0.12191,8953
132,1,3,0.0040888,0.13512,8954
132,1,3,0.0037194,0.12338,8955
132,1,3,0.0036503,0.14849,8956
132,1,3,0.0034919,0.10527,8957
132,1,3,0.0028619,0.15705,8958
132,1,3,0.0019687,0.14909,8959
132,1,3,0.0011357,0.17511,8960
133,1,3,0.002249,0.10533,8961
133,1,3,0.0025204,0.13508,8962
133,1,3,0.002322,0.13516,8963
133,1,3,0.0023162,0.11909,8964
133,1,3,0.0022096,0.14116,8965
133,1,3,0.0018341,0.1224,8966
133,1,3,0.0015895,0.10517,8967
133,1,3,0.0010477,0.16963,8968
134,1,3,0.0010222,0.053958,8969
134,1,3,0.0010113,0.063939,8970
134,1,3,0.00081393,0.07603,8971
134,1,3,0.00070671,0.075205,8972
134,1,3,0.00077662,0.045233,8973
134,1,3,0.00077833,0.036998,8974
134,1,3,0.0007504,0.043189,8975
134,1,3,0.00051019,0.087389,8976
135,1,3,0.0044601,0.32129,8977
135,1,3,0.0041052,0.34931,8978
135,1,3,0.003093,0.3433,8979
135,1,3,0.0028722,0.27082,8980
135,1,3,0.0035529,0.27061,8981
135,1,3,0.0058046,0.18945,8982
135,1,3,0.0059394,0.24193,8983
135,1,3,0.0034242,0.303,8984
136,1,3,0.0029085,0.19812,8985
136,1,3,0.0032126,0.19206,8986
136,1,3,0.0032407,0.17444,8987
136,1,3,0.0034506,0.14921,8988
136,1,3,0.0043553,0.17427,8989
136,1,3,0.0048771,0.17097,8990
136,1,3,0.0039449,0.20166,8991
136,1,3,0.0020456,0.26569,8992
137,1,3,0.0019019,0.098667,8993
137,1,3,0.0020413,0.11833,8994
137,1,3,0.0018739,0.10441,8995
137,1,3,0.0017942,0.10574,8996
137,1,3,0.0017588,0.082755,8997
137,1,3,0.0016272,0.076848,8998
137,1,3,0.0013863,0.096528,8999
137,1,3,0.00085231,0.12755,9000
138,1,3,0.0091026,0.51411,9001
138,1,3,0.011843,0.33711,9002
138,1,3,0.010846,0.28305,9003
138,1,3,0.0094579,0.2448,9004
138,1,3,0.0078528,0.22799,9005
138,1,3,0.0060563,0.29393,9006
138,1,3,0.0030947,0.2206,9007
138,1,3,0.0017256,0.25429,9008
139,1,3,0.010328,0.19447,9009
139,1,3,0.010026,0.2259,9010
139,1,3,0.0072371,0.21194,9011
139,1,3,0.0062556,0.18967,9012
139,1,3,0.0046976,0.18568,9013
139,1,3,0.0038528,0.20983,9014
139,1,3,0.0031855,0.20495,9015
139,1,3,0.0018547,0.25727,9016
140,1,3,0.0094401,0.40371,9017
140,1,3,0.011567,0.37848,9018
140,1,3,0.012396,0.28797,9019
140,1,3,0.011378,0.42454,9020
140,1,3,0.0083329,0.33252,9021
140,1,3,0.0069359,0.31436,9022
140,1,3,0.0055045,0.23079,9023
140,1,3,0.002574,0.35062,9024
141,1,3,0.0079773,0.48147,9025
141,1,3,0.0098169,0.43398,9026
141,1,3,0.0089427,0.3883,9027
141,1,3,0.0060197,0.34477,9028
141,1,3,0.0061691,0.4881,9029
141,1,3,0.0063239,0.30365,9030
141,1,3,0.0056607,0.26348,9031
141,1,3,0.0032251,0.40147,9032
142,1,3,0.00067412,0.088067,9033
142,1,3,0.00069915,0.097621,9034
142,1,3,0.00059368,0.084294,9035
142,1,3,0.00085883,0.085906,9036
142,1,3,0.0011119,0.076336,9037
142,1,3,0.001039,0.066197,9038
142,1,3,0.00099635,0.063707,9039
142,1,3,0.00067007,0.11336,9040
143,1,3,0.0016751,0.13451,9041
143,1,3,0.0013062,0.15091,9042
143,1,3,0.0011409,0.18783,9043
143,1,3,0.0011935,0.17258,9044
143,1,3,0.0017599,0.14091,9045
143,1,3,0.0015982,0.14795,9046
143,1,3,0.0014964,0.10934,9047
143,1,3,0.0010471,0.18642,9048
144,1,3,0.00059073,0.038084,9049
144,1,3,0.00058553,0.044793,9050
144,1,3,0.00048824,0.038841,9051
144,1,3,0.00050665,0.033663,9052
144,1,3,0.00051421,0.034379,9053
144,1,3,0.0004567,0.037574,9054
144,1,3,0.00039892,0.025192,9055
144,1,3,0.00027217,0.049137,9056
145,1,3,0.0012773,0.070486,9057
145,1,3,0.0011441,0.092199,9058
145,1,3,0.00093065,0.091952,9059
145,1,3,0.0011041,0.068045,9060
145,1,3,0.0013295,0.064305,9061
145,1,3,0.001334,0.058266,9062
145,1,3,0.0011342,0.072375,9063
145,1,3,0.00073491,0.11143,9064
146,1,3,0.0021094,0.04448,9065
146,1,3,0.0023255,0.048327,9066
146,1,3,0.0021646,0.047702,9067
146,1,3,0.001995,0.052717,9068
146,1,3,0.0018371,0.058606,9069
146,1,3,0.001525,0.068652,9070
146,1,3,0.0010818,0.076841,9071
146,1,3,0.00061942,0.081134,9072
147,1,3,0.00077452,0.037325,9073
147,1,3,0.00072242,0.054552,9074
147,1,3,0.00053328,0.058242,9075
147,1,3,0.00062031,0.050558,9076
147,1,3,0.00075429,0.0433,9077
147,1,3,0.00076581,0.027752,9078
147,1,3,0.00060729,0.04349,9079
147,1,3,0.00036663,0.05396,9080
148,1,3,0.00061378,0.036028,9081
148,1,3,0.00066271,0.041491,9082
148,1,3,0.00070456,0.039101,9083
148,1,3,0.00069104,0.034063,9084
148,1,3,0.00065595,0.033936,9085
148,1,3,0.00061659,0.024901,9086
148,1,3,0.00054722,0.034554,9087
148,1,3,0.00033494,0.053543,9088
149,1,3,0.00074169,0.036022,9089
149,1,3,0.00073936,0.045019,9090
149,1,3,0.00057064,0.037379,9091
149,1,3,0.00055197,0.036541,9092
149,1,3,0.00049204,0.038739,9093
149,1,3,0.00046449,0.031368,9094
149,1,3,0.00045595,0.030534,9095
149,1,3,0.00034988,0.058678,9096
150,1,3,0.00059904,0.029955,9097
150,1,3,0.0005676,0.04489,9098
150,1,3,0.00037171,0.046893,9099
150,1,3,0.00040119,0.042722,9100
150,1,3,0.00058741,0.027339,9101
150,1,3,0.00065494,0.020459,9102
150,1,3,0.00055847,0.037798,9103
150,1,3,0.00035292,0.052572,9104
151,1,3,0.00030804,0.018886,9105
151,1,3,0.00031292,0.023198,9106
151,1,3,0.00029781,0.021024,9107
151,1,3,0.00032267,0.017091,9108
151,1,3,0.00029376,0.019876,9109
151,1,3,0.00027141,0.020624,9110
151,1,3,0.00023003,0.018904,9111
151,1,3,0.00015667,0.024669,9112
152,1,3,0.00027514,0.042202,9113
152,1,3,0.0002411,0.047095,9114
152,1,3,0.00027693,0.034472,9115
152,1,3,0.00031674,0.034105,9116
152,1,3,0.00029638,0.048451,9117
152,1,3,0.00027353,0.032737,9118
152,1,3,0.00034992,0.02357,9119
152,1,3,0.00025665,0.047179,9120
1,1,4,0.0005078,0.040505,9121
1,1,4,0.00052461,0.038895,9122
1,1,4,0.00050296,0.040293,9123
1,1,4,0.00047949,0.037833,9124
1,1,4,0.00045888,0.038926,9125
1,1,4,0.00044021,0.046417,9126
1,1,4,0.00043706,0.042777,9127
1,1,4,0.00051458,0.03158,9128
1,1,4,0.00056878,0.028576,9129
1,1,4,0.00051406,0.037343,9130
1,1,4,0.00040835,0.041363,9131
1,1,4,0.00026736,0.054664,9132
2,1,4,0.00014976,0.017483,9133
2,1,4,0.00014193,0.016107,9134
2,1,4,0.00013023,0.013816,9135
2,1,4,0.0001301,0.013041,9136
2,1,4,0.00012593,0.011024,9137
2,1,4,0.00011363,0.013878,9138
2,1,4,0.00012546,0.016077,9139
2,1,4,0.00012721,0.014872,9140
2,1,4,0.00012408,0.015714,9141
2,1,4,0.00012253,0.013881,9142
2,1,4,0.00010079,0.010728,9143
2,1,4,0.000083004,0.019487,9144
3,1,4,0.00074895,0.035877,9145
3,1,4,0.00075213,0.043651,9146
3,1,4,0.00068737,0.046873,9147
3,1,4,0.0006974,0.041364,9148
3,1,4,0.00073058,0.040434,9149
3,1,4,0.0007372,0.052696,9150
3,1,4,0.00073096,0.054589,9151
3,1,4,0.00070699,0.043397,9152
3,1,4,0.00069678,0.033147,9153
3,1,4,0.00061613,0.037211,9154
3,1,4,0.00047118,0.044875,9155
3,1,4,0.00031237,0.065575,9156
4,1,4,0.00085074,0.033444,9157
4,1,4,0.00086768,0.044332,9158
4,1,4,0.00083619,0.056692,9159
4,1,4,0.00076365,0.060672,9160
4,1,4,0.00066415,0.049571,9161
4,1,4,0.00062999,0.04922,9162
4,1,4,0.00064773,0.046503,9163
4,1,4,0.00067598,0.042389,9164
4,1,4,0.00071792,0.036975,9165
4,1,4,0.00066986,0.035349,9166
4,1,4,0.00053406,0.050002,9167
4,1,4,0.00035328,0.067842,9168
5,1,4,0.00032634,0.026498,9169
5,1,4,0.00031575,0.024019,9170
5,1,4,0.00026844,0.028427,9171
5,1,4,0.00021398,0.026599,9172
5,1,4,0.00019093,0.019548,9173
5,1,4,0.00022034,0.023952,9174
5,1,4,0.00025859,0.026016,9175
5,1,4,0.00030157,0.023953,9176
5,1,4,0.00033353,0.019645,9177
5,1,4,0.00031425,0.018073,9178
5,1,4,0.00024783,0.02451,9179
5,1,4,0.00016762,0.031587,9180
6,1,4,0.00083592,0.057512,9181
6,1,4,0.0008571,0.068555,9182
6,1,4,0.00086893,0.066722,9183
6,1,4,0.00089037,0.051928,9184
6,1,4,0.00089785,0.051006,9185
6,1,4,0.00090449,0.052844,9186
6,1,4,0.00087449,0.050349,9187
6,1,4,0.00082208,0.050978,9188
6,1,4,0.00083449,0.04711,9189
6,1,4,0.00077256,0.045263,9190
6,1,4,0.00062853,0.057905,9191
6,1,4,0.00039859,0.082888,9192
7,1,4,0.00083296,0.068881,9193
7,1,4,0.00084863,0.063532,9194
7,1,4,0.00081225,0.057368,9195
7,1,4,0.0007679,0.053786,9196
7,1,4,0.00072303,0.051344,9197
7,1,4,0.00066983,0.042656,9198
7,1,4,0.00061942,0.052395,9199
7,1,4,0.00059409,0.050924,9200
7,1,4,0.00063277,0.044141,9201
7,1,4,0.00066705,0.043205,9202
7,1,4,0.00059192,0.053079,9203
7,1,4,0.00038202,0.082496,9204
8,1,4,0.0025052,0.14827,9205
8,1,4,0.0024017,0.18789,9206
8,1,4,0.0021599,0.17809,9207
8,1,4,0.0022259,0.17468,9208
8,1,4,0.0021332,0.19888,9209
8,1,4,0.0021263,0.20652,9210
8,1,4,0.0023928,0.14984,9211
8,1,4,0.0026194,0.1368,9212
8,1,4,0.0027024,0.12276,9213
8,1,4,0.0022175,0.17052,9214
8,1,4,0.0017818,0.17305,9215
8,1,4,0.0011594,0.22958,9216
9,1,4,0.00076328,0.045362,9217
9,1,4,0.00078984,0.042909,9218
9,1,4,0.00078072,0.043393,9219
9,1,4,0.00076633,0.04181,9220
9,1,4,0.00073979,0.046204,9221
9,1,4,0.00070978,0.04317,9222
9,1,4,0.00068463,0.043061,9223
9,1,4,0.00064754,0.047781,9224
9,1,4,0.00062367,0.041859,9225
9,1,4,0.0005347,0.044254,9226
9,1,4,0.00042716,0.037349,9227
9,1,4,0.00029124,0.065795,9228
10,1,4,0.00068274,0.04376,9229
10,1,4,0.00069185,0.046708,9230
10,1,4,0.00065368,0.051979,9231
10,1,4,0.00061752,0.047223,9232
10,1,4,0.00061118,0.036047,9233
10,1,4,0.00062558,0.042152,9234
10,1,4,0.0006297,0.047871,9235
10,1,4,0.00063606,0.043767,9236
10,1,4,0.00066138,0.037021,9237
10,1,4,0.00059878,0.042599,9238
10,1,4,0.00046501,0.044019,9239
10,1,4,0.00031078,0.052384,9240
11,1,4,0.001979,0.23523,9241
11,1,4,0.0018508,0.30825,9242
11,1,4,0.0016619,0.2235,9243
11,1,4,0.0015899,0.24818,9244
11,1,4,0.0015926,0.26377,9245
11,1,4,0.001511,0.22454,9246
11,1,4,0.0014781,0.19605,9247
11,1,4,0.0013275,0.20003,9248
11,1,4,0.0015091,0.25098,9249
11,1,4,0.0015849,0.17964,9250
11,1,4,0.0016723,0.20539,9251
11,1,4,0.001309,0.32618,9252
12,1,4,0.002761,0.22854,9253
12,1,4,0.0030782,0.21271,9254
12,1,4,0.0031301,0.19473,9255
12,1,4,0.002944,0.22152,9256
12,1,4,0.0033235,0.26614,9257
12,1,4,0.0033065,0.2447,9258
12,1,4,0.0038577,0.21693,9259
12,1,4,0.0045701,0.23444,9260
12,1,4,0.0053081,0.18802,9261
12,1,4,0.0047829,0.2332,9262
12,1,4,0.0029496,0.24629,9263
12,1,4,0.0016765,0.30181,9264
13,1,4,0.00088278,0.10107,9265
13,1,4,0.00074531,0.099445,9266
13,1,4,0.00064696,0.093598,9267
13,1,4,0.00058621,0.090505,9268
13,1,4,0.00052429,0.088114,9269
13,1,4,0.00054464,0.085868,9270
13,1,4,0.00058353,0.087994,9271
13,1,4,0.000617,0.087515,9272
13,1,4,0.00094136,0.06748,9273
13,1,4,0.0011004,0.075323,9274
13,1,4,0.00098608,0.1004,9275
13,1,4,0.00062763,0.14236,9276
14,1,4,0.00081302,0.050208,9277
14,1,4,0.00078208,0.061989,9278
14,1,4,0.0006954,0.065301,9279
14,1,4,0.0005908,0.055894,9280
14,1,4,0.00072215,0.054555,9281
14,1,4,0.00081507,0.065508,9282
14,1,4,0.00081336,0.067603,9283
14,1,4,0.00074013,0.051306,9284
14,1,4,0.00066275,0.068082,9285
14,1,4,0.00067849,0.057718,9286
14,1,4,0.00058077,0.054185,9287
14,1,4,0.00038812,0.083171,9288
15,1,4,0.0011413,0.072235,9289
15,1,4,0.001101,0.083714,9290
15,1,4,0.001008,0.077484,9291
15,1,4,0.0009244,0.079183,9292
15,1,4,0.00083177,0.072406,9293
15,1,4,0.00079851,0.074684,9294
15,1,4,0.0008056,0.059809,9295
15,1,4,0.00077772,0.065555,9296
15,1,4,0.00073097,0.053029,9297
15,1,4,0.00080002,0.046039,9298
15,1,4,0.00070682,0.06773,9299
15,1,4,0.00044827,0.1002,9300
16,1,4,0.0010516,0.090418,9301
16,1,4,0.0010383,0.097667,9302
16,1,4,0.00092387,0.072925,9303
16,1,4,0.00083704,0.077969,9304
16,1,4,0.00076199,0.084283,9305
16,1,4,0.00070531,0.063053,9306
16,1,4,0.00064673,0.070823,9307
16,1,4,0.00060327,0.077547,9308
16,1,4,0.00062697,0.082501,9309
16,1,4,0.0006416,0.055466,9310
16,1,4,0.00055567,0.055297,9311
16,1,4,0.00038588,0.1011,9312
17,1,4,0.0014824,0.076317,9313
17,1,4,0.0015449,0.086049,9314
17,1,4,0.0015188,0.076606,9315
17,1,4,0.0014679,0.080068,9316
17,1,4,0.0014327,0.068268,9317
17,1,4,0.0013537,0.071193,9318
17,1,4,0.0012006,0.084033,9319
17,1,4,0.0010825,0.086308,9320
17,1,4,0.00098763,0.068388,9321
17,1,4,0.00086865,0.051865,9322
17,1,4,0.00071519,0.06663,9323
17,1,4,0.00046455,0.098548,9324
18,1,4,0.0054952,0.19021,9325
18,1,4,0.0079817,0.16704,9326
18,1,4,0.0083726,0.18445,9327
18,1,4,0.0070153,0.19283,9328
18,1,4,0.0048386,0.21643,9329
18,1,4,0.0036386,0.2332,9330
18,1,4,0.0040349,0.21679,9331
18,1,4,0.0036506,0.18525,9332
18,1,4,0.0031576,0.15749,9333
18,1,4,0.0028269,0.17979,9334
18,1,4,0.002001,0.22373,9335
18,1,4,0.001239,0.23696,9336
19,1,4,0.0037375,0.24812,9337
19,1,4,0.0037444,0.25825,9338
19,1,4,0.0030111,0.24326,9339
19,1,4,0.0022697,0.26463,9340
19,1,4,0.0021108,0.25882,9341
19,1,4,0.0018296,0.26421,9342
19,1,4,0.002433,0.23711,9343
19,1,4,0.0032474,0.18159,9344
19,1,4,0.0044544,0.16208,9345
19,1,4,0.0047374,0.2092,9346
19,1,4,0.0034583,0.2546,9347
19,1,4,0.0016179,0.28788,9348
20,1,4,0.00056994,0.047718,9349
20,1,4,0.00057154,0.054234,9350
20,1,4,0.0005382,0.049595,9351
20,1,4,0.00052687,0.033091,9352
20,1,4,0.0005134,0.031273,9353
20,1,4,0.00048442,0.051062,9354
20,1,4,0.00045365,0.052048,9355
20,1,4,0.00041979,0.050162,9356
20,1,4,0.00041582,0.042178,9357
20,1,4,0.00042826,0.023313,9358
20,1,4,0.00040158,0.04087,9359
20,1,4,0.00027565,0.06277,9360
21,1,4,0.0010223,0.053672,9361
21,1,4,0.0010048,0.060104,9362
21,1,4,0.0009,0.053297,9363
21,1,4,0.00084087,0.063413,9364
21,1,4,0.00081163,0.064941,9365
21,1,4,0.00084632,0.058055,9366
21,1,4,0.00087054,0.049382,9367
21,1,4,0.00085077,0.033713,9368
21,1,4,0.00082448,0.046405,9369
21,1,4,0.00071204,0.047449,9370
21,1,4,0.00055449,0.052557,9371
21,1,4,0.00037019,0.070627,9372
22,1,4,0.0039465,0.28253,9373
22,1,4,0.0037349,0.22975,9374
22,1,4,0.0032097,0.23163,9375
22,1,4,0.0031576,0.19647,9376
22,1,4,0.0031534,0.23274,9377
22,1,4,0.0038203,0.25773,9378
22,1,4,0.00579,0.36757,9379
22,1,4,0.0070909,0.29769,9380
22,1,4,0.0062044,0.33046,9381
22,1,4,0.0036596,0.25954,9382
22,1,4,0.0024303,0.21663,9383
22,1,4,0.0014688,0.2634,9384
23,1,4,0.00090506,0.056946,9385
23,1,4,0.00084715,0.060938,9386
23,1,4,0.0008404,0.055392,9387
23,1,4,0.0008194,0.055445,9388
23,1,4,0.00076897,0.055156,9389
23,1,4,0.00068989,0.046245,9390
23,1,4,0.00070515,0.048212,9391
23,1,4,0.00069303,0.045019,9392
23,1,4,0.00077366,0.059292,9393
23,1,4,0.00075392,0.05259,9394
23,1,4,0.00062171,0.061934,9395
23,1,4,0.00043344,0.086182,9396
24,1,4,0.0009607,0.036053,9397
24,1,4,0.00094903,0.043059,9398
24,1,4,0.00084073,0.052795,9399
24,1,4,0.00072615,0.063118,9400
24,1,4,0.00065774,0.066603,9401
24,1,4,0.00061662,0.063191,9402
24,1,4,0.00063224,0.055065,9403
24,1,4,0.00072815,0.045666,9404
24,1,4,0.00082622,0.036685,9405
24,1,4,0.00077921,0.04222,9406
24,1,4,0.00063599,0.060146,9407
24,1,4,0.00039893,0.078187,9408
25,1,4,0.00095371,0.045626,9409
25,1,4,0.00096531,0.056065,9410
25,1,4,0.00094329,0.069624,9411
25,1,4,0.00091495,0.057903,9412
25,1,4,0.00086123,0.048895,9413
25,1,4,0.00085496,0.068864,9414
25,1,4,0.00083319,0.072472,9415
25,1,4,0.00075959,0.052893,9416
25,1,4,0.00070392,0.03782,9417
25,1,4,0.00058838,0.039814,9418
25,1,4,0.00050488,0.048438,9419
25,1,4,0.00034478,0.072813,9420
26,1,4,0.0011021,0.069331,9421
26,1,4,0.001157,0.092852,9422
26,1,4,0.0011327,0.10537,9423
26,1,4,0.0010719,0.086377,9424
26,1,4,0.00097333,0.062614,9425
26,1,4,0.00088283,0.07334,9426
26,1,4,0.0008578,0.091512,9427
26,1,4,0.00082965,0.084536,9428
26,1,4,0.00084016,0.062615,9429
26,1,4,0.00090597,0.046356,9430
26,1,4,0.00078727,0.075259,9431
26,1,4,0.00052688,0.1076,9432
27,1,4,0.0015323,0.10801,9433
27,1,4,0.0013814,0.1137,9434
27,1,4,0.0010459,0.12816,9435
27,1,4,0.00092111,0.12591,9436
27,1,4,0.00093847,0.10105,9437
27,1,4,0.0010853,0.11733,9438
27,1,4,0.0012084,0.12581,9439
27,1,4,0.0012741,0.11479,9440
27,1,4,0.001336,0.10353,9441
27,1,4,0.0012962,0.069704,9442
27,1,4,0.0010452,0.10573,9443
27,1,4,0.00069367,0.15853,9444
28,1,4,0.00023831,0.016036,9445
28,1,4,0.00022596,0.020901,9446
28,1,4,0.00021104,0.017692,9447
28,1,4,0.00019324,0.019072,9448
28,1,4,0.00021276,0.017851,9449
28,1,4,0.00021571,0.017264,9450
28,1,4,0.00021701,0.013427,9451
28,1,4,0.00020708,0.012481,9452
28,1,4,0.00019662,0.012384,9453
28,1,4,0.00017178,0.016747,9454
28,1,4,0.0001361,0.01491,9455
28,1,4,0.00010137,0.02022,9456
29,1,4,0.00098988,0.080386,9457
29,1,4,0.00097622,0.068478,9458
29,1,4,0.00092251,0.062911,9459
29,1,4,0.00093087,0.059908,9460
29,1,4,0.00091778,0.057145,9461
29,1,4,0.00095418,0.061185,9462
29,1,4,0.0010743,0.077214,9463
29,1,4,0.0011408,0.070171,9464
29,1,4,0.0011884,0.055108,9465
