"idsite","idearthquake","idbuilding","sdr","pfa","idresponse"
135,1,4,0.0020236,0.28771,10732
135,1,4,0.002227,0.27935,10733
135,1,4,0.0021975,0.21958,10734
135,1,4,0.0026982,0.31083,10735
135,1,4,0.0028693,0.32797,10736
135,1,4,0.0028905,0.24598,10737
135,1,4,0.0029208,0.16848,10738
135,1,4,0.0024288,0.24039,10739
135,1,4,0.0014334,0.32188,10740
136,1,4,0.0032935,0.21944,10741
136,1,4,0.0034263,0.21513,10742
136,1,4,0.0032774,0.2133,10743
136,1,4,0.003164,0.20579,10744
136,1,4,0.003062,0.19752,10745
136,1,4,0.0029242,0.17377,10746
136,1,4,0.0030304,0.15608,10747
136,1,4,0.0035323,0.16664,10748
136,1,4,0.0040249,0.19935,10749
136,1,4,0.0038087,0.20302,10750
136,1,4,0.0028692,0.27288,10751
136,1,4,0.0016438,0.31304,10752
137,1,4,0.001396,0.080153,10753
137,1,4,0.0014433,0.11502,10754
137,1,4,0.0014085,0.12673,10755
137,1,4,0.0013548,0.11676,10756
137,1,4,0.0012744,0.10531,10757
137,1,4,0.0012797,0.1021,10758
137,1,4,0.0013829,0.079194,10759
137,1,4,0.0014041,0.064609,10760
137,1,4,0.0015033,0.062949,10761
137,1,4,0.0014385,0.081364,10762
137,1,4,0.0011304,0.11661,10763
137,1,4,0.00068462,0.13146,10764
138,1,4,0.0060648,0.47234,10765
138,1,4,0.0088464,0.40958,10766
138,1,4,0.0090591,0.38587,10767
138,1,4,0.0076604,0.31479,10768
138,1,4,0.0060272,0.31279,10769
138,1,4,0.005518,0.25073,10770
138,1,4,0.0064612,0.23482,10771
138,1,4,0.0066388,0.20996,10772
138,1,4,0.0063221,0.26496,10773
138,1,4,0.0045782,0.29515,10774
138,1,4,0.0029826,0.2514,10775
138,1,4,0.0015149,0.27829,10776
139,1,4,0.0094825,0.21958,10777
139,1,4,0.011602,0.17039,10778
139,1,4,0.010328,0.18077,10779
139,1,4,0.0074603,0.17769,10780
139,1,4,0.00481,0.19093,10781
139,1,4,0.0038474,0.20349,10782
139,1,4,0.0047526,0.20157,10783
139,1,4,0.0043153,0.18034,10784
139,1,4,0.0033196,0.20542,10785
139,1,4,0.0025103,0.21779,10786
139,1,4,0.0022506,0.19424,10787
139,1,4,0.0015704,0.30136,10788
140,1,4,0.0074124,0.37815,10789
140,1,4,0.0093976,0.33966,10790
140,1,4,0.0087674,0.35383,10791
140,1,4,0.0076237,0.3512,10792
140,1,4,0.0068654,0.49482,10793
140,1,4,0.0055828,0.38153,10794
140,1,4,0.0061058,0.46505,10795
140,1,4,0.0056485,0.32142,10796
140,1,4,0.0045318,0.31045,10797
140,1,4,0.0035479,0.25726,10798
140,1,4,0.0024524,0.21606,10799
140,1,4,0.0014951,0.338,10800
141,1,4,0.0049279,0.48042,10801
141,1,4,0.0060054,0.44304,10802
141,1,4,0.0055867,0.39904,10803
141,1,4,0.0052832,0.35313,10804
141,1,4,0.0054335,0.3589,10805
141,1,4,0.0056312,0.39439,10806
141,1,4,0.005629,0.40877,10807
141,1,4,0.0054824,0.39446,10808
141,1,4,0.0059931,0.37084,10809
141,1,4,0.0052933,0.37849,10810
141,1,4,0.0042868,0.31971,10811
141,1,4,0.0026577,0.4472,10812
142,1,4,0.0012123,0.089356,10813
142,1,4,0.0010404,0.12921,10814
142,1,4,0.00080903,0.1451,10815
142,1,4,0.00062274,0.13415,10816
142,1,4,0.00060161,0.12555,10817
142,1,4,0.00080472,0.11155,10818
142,1,4,0.00091666,0.10063,10819
142,1,4,0.0010339,0.088471,10820
142,1,4,0.0011335,0.077751,10821
142,1,4,0.0012128,0.076809,10822
142,1,4,0.0010912,0.10441,10823
142,1,4,0.00070426,0.16009,10824
143,1,4,0.0016364,0.16187,10825
143,1,4,0.0015497,0.15752,10826
143,1,4,0.0014864,0.13674,10827
143,1,4,0.0013233,0.136,10828
143,1,4,0.0011531,0.16832,10829
143,1,4,0.0012635,0.16098,10830
143,1,4,0.0015331,0.12567,10831
143,1,4,0.001549,0.12149,10832
143,1,4,0.0014151,0.13218,10833
143,1,4,0.0012065,0.10119,10834
143,1,4,0.001093,0.097082,10835
143,1,4,0.00079468,0.19503,10836
144,1,4,0.00040373,0.036399,10837
144,1,4,0.00038074,0.032154,10838
144,1,4,0.00038865,0.032583,10839
144,1,4,0.00038243,0.037537,10840
144,1,4,0.00035983,0.046802,10841
144,1,4,0.00032211,0.039601,10842
144,1,4,0.00033164,0.027542,10843
144,1,4,0.00035969,0.027534,10844
144,1,4,0.00036076,0.025856,10845
144,1,4,0.00036008,0.027887,10846
144,1,4,0.00029763,0.030718,10847
144,1,4,0.00019864,0.044327,10848
145,1,4,0.0014916,0.057811,10849
145,1,4,0.0014874,0.082687,10850
145,1,4,0.0012879,0.093825,10851
145,1,4,0.0011583,0.091107,10852
145,1,4,0.0009401,0.099742,10853
145,1,4,0.0011127,0.099971,10854
145,1,4,0.0012782,0.087113,10855
145,1,4,0.0013104,0.067796,10856
145,1,4,0.001275,0.064431,10857
145,1,4,0.0011581,0.08429,10858
145,1,4,0.00089165,0.093792,10859
145,1,4,0.00055989,0.10987,10860
146,1,4,0.0015431,0.03607,10861
146,1,4,0.001619,0.038756,10862
146,1,4,0.0016024,0.042362,10863
146,1,4,0.0015543,0.044064,10864
146,1,4,0.0014763,0.046185,10865
146,1,4,0.001376,0.046343,10866
146,1,4,0.0012779,0.043992,10867
146,1,4,0.0011603,0.048305,10868
146,1,4,0.0010696,0.051634,10869
146,1,4,0.00088724,0.057459,10870
146,1,4,0.00065814,0.060655,10871
146,1,4,0.00044231,0.069598,10872
147,1,4,0.0004705,0.024447,10873
147,1,4,0.00049029,0.031911,10874
147,1,4,0.00047413,0.029139,10875
147,1,4,0.00042649,0.03062,10876
147,1,4,0.00034471,0.03426,10877
147,1,4,0.00034008,0.031225,10878
147,1,4,0.00038671,0.029534,10879
147,1,4,0.00040994,0.025379,10880
147,1,4,0.00042085,0.022173,10881
147,1,4,0.00038252,0.028137,10882
147,1,4,0.00029463,0.029656,10883
147,1,4,0.00019691,0.03465,10884
148,1,4,0.00081845,0.034072,10885
148,1,4,0.00082766,0.037794,10886
148,1,4,0.00076702,0.039653,10887
148,1,4,0.00067626,0.042869,10888
148,1,4,0.00061688,0.046587,10889
148,1,4,0.00065758,0.043531,10890
148,1,4,0.00068947,0.034981,10891
148,1,4,0.00068951,0.037603,10892
148,1,4,0.00071919,0.031145,10893
148,1,4,0.0006489,0.035972,10894
148,1,4,0.00051103,0.049186,10895
148,1,4,0.00031361,0.058271,10896
149,1,4,0.0004532,0.020671,10897
149,1,4,0.0004276,0.024334,10898
149,1,4,0.00035362,0.026128,10899
149,1,4,0.00031754,0.027299,10900
149,1,4,0.00028383,0.025174,10901
149,1,4,0.00032173,0.022677,10902
149,1,4,0.00035453,0.019562,10903
149,1,4,0.00037019,0.019634,10904
149,1,4,0.00037514,0.018255,10905
149,1,4,0.0003261,0.021549,10906
149,1,4,0.00025749,0.026219,10907
149,1,4,0.00018062,0.034861,10908
150,1,4,0.00032888,0.01657,10909
150,1,4,0.00032188,0.02184,10910
150,1,4,0.00028574,0.026811,10911
150,1,4,0.00023792,0.025436,10912
150,1,4,0.00020629,0.022298,10913
150,1,4,0.00023124,0.027977,10914
150,1,4,0.00026117,0.026283,10915
150,1,4,0.00030331,0.016775,10916
150,1,4,0.00034477,0.013738,10917
150,1,4,0.00032869,0.016519,10918
150,1,4,0.00026713,0.025816,10919
150,1,4,0.00016404,0.032441,10920
151,1,4,0.00022485,0.022388,10921
151,1,4,0.00022041,0.022647,10922
151,1,4,0.00018861,0.021916,10923
151,1,4,0.00017342,0.021066,10924
151,1,4,0.00016041,0.023832,10925
151,1,4,0.00019417,0.019201,10926
151,1,4,0.00023076,0.02027,10927
151,1,4,0.00026234,0.019261,10928
151,1,4,0.00027888,0.015199,10929
151,1,4,0.00026083,0.018163,10930
151,1,4,0.00021526,0.022024,10931
151,1,4,0.0001434,0.028672,10932
152,1,4,0.00025398,0.027452,10933
152,1,4,0.0002463,0.027942,10934
152,1,4,0.00021458,0.029053,10935
152,1,4,0.00020164,0.031432,10936
152,1,4,0.0002025,0.028974,10937
152,1,4,0.00021493,0.026972,10938
152,1,4,0.00023031,0.021662,10939
152,1,4,0.00022956,0.02662,10940
152,1,4,0.00026909,0.024576,10941
152,1,4,0.00029202,0.020514,10942
152,1,4,0.00026567,0.026594,10943
152,1,4,0.00016054,0.038135,10944
1,1,5,0.000325,0.034855,10945
1,1,5,0.00038679,0.041465,10946
1,1,5,0.00040438,0.05041,10947
1,1,5,0.00041079,0.056343,10948
1,1,5,0.00040835,0.052152,10949
1,1,5,0.00040047,0.053878,10950
1,1,5,0.00039194,0.052258,10951
1,1,5,0.00038678,0.047239,10952
1,1,5,0.00038677,0.036095,10953
1,1,5,0.00039625,0.048333,10954
1,1,5,0.00041608,0.062428,10955
1,1,5,0.00043354,0.065378,10956
1,1,5,0.00046158,0.057129,10957
1,1,5,0.00047338,0.043563,10958
1,1,5,0.00046681,0.037867,10959
1,1,5,0.00044942,0.033172,10960
1,1,5,0.0004169,0.031834,10961
1,1,5,0.00037503,0.040737,10962
1,1,5,0.00032673,0.052421,10963
1,1,5,0.00025679,0.069218,10964
2,1,5,0.000073077,0.0162,10965
2,1,5,0.000079873,0.017773,10966
2,1,5,0.000077358,0.018596,10967
2,1,5,0.00007114,0.018405,10968
2,1,5,0.000068052,0.017907,10969
2,1,5,0.00007147,0.016968,10970
2,1,5,0.000072501,0.015323,10971
2,1,5,0.000070423,0.013205,10972
2,1,5,0.00007002,0.01334,10973
2,1,5,0.000075719,0.015078,10974
2,1,5,0.000080248,0.013195,10975
2,1,5,0.000085069,0.01367,10976
2,1,5,0.000089266,0.015215,10977
2,1,5,0.000085096,0.016241,10978
2,1,5,0.000086672,0.015436,10979
2,1,5,0.000085077,0.014856,10980
2,1,5,0.000083013,0.0093717,10981
2,1,5,0.000083654,0.0084456,10982
2,1,5,0.000077423,0.012295,10983
2,1,5,0.000060602,0.020658,10984
3,1,5,0.00050663,0.03698,10985
3,1,5,0.00058726,0.048496,10986
3,1,5,0.00059158,0.05167,10987
3,1,5,0.00057098,0.047094,10988
3,1,5,0.00053042,0.046902,10989
3,1,5,0.00047419,0.043484,10990
3,1,5,0.0004078,0.04145,10991
3,1,5,0.00040345,0.040916,10992
3,1,5,0.00044885,0.038013,10993
3,1,5,0.00048422,0.036091,10994
3,1,5,0.00051188,0.037869,10995
3,1,5,0.00053901,0.037336,10996
3,1,5,0.00058683,0.038028,10997
3,1,5,0.0006164,0.041912,10998
3,1,5,0.00061948,0.040115,10999
3,1,5,0.00060251,0.032481,11000
3,1,5,0.00056192,0.032757,11001
3,1,5,0.00050521,0.039725,11002
3,1,5,0.00042853,0.048496,11003
3,1,5,0.00036494,0.060143,11004
4,1,5,0.00033436,0.030327,11005
4,1,5,0.00037292,0.036062,11006
4,1,5,0.00035346,0.039171,11007
4,1,5,0.00033339,0.039787,11008
4,1,5,0.00031942,0.041699,11009
4,1,5,0.00030264,0.043752,11010
4,1,5,0.00031767,0.046701,11011
4,1,5,0.00031538,0.044936,11012
4,1,5,0.00031854,0.04038,11013
4,1,5,0.00036328,0.04298,11014
4,1,5,0.00039424,0.042379,11015
4,1,5,0.000408,0.037981,11016
4,1,5,0.00041596,0.029496,11017
4,1,5,0.00039769,0.029525,11018
4,1,5,0.0003882,0.028395,11019
4,1,5,0.00040271,0.026882,11020
4,1,5,0.0003977,0.027326,11021
4,1,5,0.00037131,0.030671,11022
4,1,5,0.00032235,0.04137,11023
4,1,5,0.00024335,0.051915,11024
5,1,5,0.00014093,0.02922,11025
5,1,5,0.00015648,0.025554,11026
5,1,5,0.00015701,0.024076,11027
5,1,5,0.00016567,0.026245,11028
5,1,5,0.00017021,0.026535,11029
5,1,5,0.00016936,0.026564,11030
5,1,5,0.00016569,0.025673,11031
5,1,5,0.00018044,0.01915,11032
5,1,5,0.00019124,0.018184,11033
5,1,5,0.00019713,0.014909,11034
5,1,5,0.00019339,0.015609,11035
5,1,5,0.00018696,0.017709,11036
5,1,5,0.00019885,0.022114,11037
5,1,5,0.00021004,0.020038,11038
5,1,5,0.00021494,0.016455,11039
5,1,5,0.00021445,0.013419,11040
5,1,5,0.00020718,0.014384,11041
5,1,5,0.00019321,0.01574,11042
5,1,5,0.00016545,0.02002,11043
5,1,5,0.00014842,0.02528,11044
6,1,5,0.00042759,0.043913,11045
6,1,5,0.00048951,0.049933,11046
6,1,5,0.00048233,0.059251,11047
6,1,5,0.00044606,0.066964,11048
6,1,5,0.00042522,0.061303,11049
6,1,5,0.00041546,0.049874,11050
6,1,5,0.00040392,0.050072,11051
6,1,5,0.00038746,0.051658,11052
6,1,5,0.00036676,0.057376,11053
6,1,5,0.00036793,0.054954,11054
6,1,5,0.0003931,0.054562,11055
6,1,5,0.00040976,0.045067,11056
6,1,5,0.00043754,0.040737,11057
6,1,5,0.00048929,0.04484,11058
6,1,5,0.00052318,0.037519,11059
6,1,5,0.00052685,0.035451,11060
6,1,5,0.00049512,0.037633,11061
6,1,5,0.00044438,0.040849,11062
6,1,5,0.00039431,0.049273,11063
6,1,5,0.00030132,0.063334,11064
7,1,5,0.00046375,0.041696,11065
7,1,5,0.00055655,0.048983,11066
7,1,5,0.00059183,0.060208,11067
7,1,5,0.00062023,0.065322,11068
7,1,5,0.00064694,0.06797,11069
7,1,5,0.00067546,0.064727,11070
7,1,5,0.00070188,0.055839,11071
7,1,5,0.00072229,0.054796,11072
7,1,5,0.00073517,0.051139,11073
7,1,5,0.00074192,0.057482,11074
7,1,5,0.00074579,0.051967,11075
7,1,5,0.00074519,0.047982,11076
7,1,5,0.0007575,0.047943,11077
7,1,5,0.00074487,0.045375,11078
7,1,5,0.00070718,0.042584,11079
7,1,5,0.00065776,0.042628,11080
7,1,5,0.00059795,0.035357,11081
7,1,5,0.00053641,0.043329,11082
7,1,5,0.00046737,0.060887,11083
7,1,5,0.00042064,0.077072,11084
8,1,5,0.0017543,0.14598,11085
8,1,5,0.0019969,0.15045,11086
8,1,5,0.0019946,0.17003,11087
8,1,5,0.0019658,0.18483,11088
8,1,5,0.001922,0.17128,11089
8,1,5,0.0019472,0.17504,11090
8,1,5,0.0019967,0.16502,11091
8,1,5,0.0020412,0.18446,11092
8,1,5,0.0020809,0.17734,11093
8,1,5,0.0021107,0.14994,11094
8,1,5,0.0021247,0.16603,11095
8,1,5,0.0021142,0.15119,11096
8,1,5,0.0021362,0.12379,11097
8,1,5,0.0020881,0.13106,11098
8,1,5,0.0019954,0.14708,11099
8,1,5,0.0019151,0.14439,11100
8,1,5,0.0017972,0.11661,11101
8,1,5,0.0016353,0.13637,11102
8,1,5,0.0014279,0.19098,11103
8,1,5,0.0011882,0.24699,11104
9,1,5,0.00031126,0.063708,11105
9,1,5,0.00036013,0.06986,11106
9,1,5,0.00036667,0.071879,11107
9,1,5,0.00036596,0.065313,11108
9,1,5,0.00037366,0.054162,11109
9,1,5,0.00038047,0.043958,11110
9,1,5,0.00038638,0.042191,11111
9,1,5,0.00039348,0.043823,11112
9,1,5,0.00041146,0.053469,11113
9,1,5,0.00042969,0.061631,11114
9,1,5,0.00044367,0.06721,11115
9,1,5,0.00045301,0.063592,11116
9,1,5,0.00046842,0.053704,11117
9,1,5,0.00046645,0.048497,11118
9,1,5,0.00044608,0.036661,11119
9,1,5,0.00041579,0.03342,11120
9,1,5,0.00037606,0.032475,11121
9,1,5,0.00036381,0.030048,11122
9,1,5,0.00033063,0.05108,11123
9,1,5,0.00025865,0.075847,11124
10,1,5,0.00041019,0.034442,11125
10,1,5,0.00045351,0.038529,11126
10,1,5,0.0004261,0.04104,11127
10,1,5,0.00039704,0.043548,11128
10,1,5,0.00039888,0.043086,11129
10,1,5,0.00039462,0.047698,11130
10,1,5,0.00038247,0.050063,11131
10,1,5,0.0003846,0.044138,11132
10,1,5,0.00042112,0.039872,11133
10,1,5,0.00046188,0.041731,11134
10,1,5,0.00052422,0.040959,11135
10,1,5,0.00056599,0.040059,11136
10,1,5,0.00063005,0.033281,11137
10,1,5,0.00066522,0.037692,11138
10,1,5,0.00065465,0.036028,11139
10,1,5,0.00061225,0.036706,11140
10,1,5,0.00054363,0.043004,11141
10,1,5,0.00047494,0.0431,11142
10,1,5,0.00040387,0.046194,11143
10,1,5,0.00030826,0.05486,11144
11,1,5,0.0012729,0.2355,11145
11,1,5,0.0014114,0.2458,11146
11,1,5,0.0013554,0.21895,11147
11,1,5,0.0012617,0.19035,11148
11,1,5,0.0011429,0.16583,11149
11,1,5,0.0010418,0.19452,11150
11,1,5,0.00096722,0.19375,11151
11,1,5,0.0010217,0.16939,11152
11,1,5,0.00099728,0.17918,11153
11,1,5,0.000998,0.17556,11154
11,1,5,0.0010393,0.16589,11155
11,1,5,0.0012242,0.1424,11156
11,1,5,0.0013918,0.14549,11157
11,1,5,0.0015057,0.14629,11158
11,1,5,0.0015365,0.1998,11159
11,1,5,0.0014604,0.20704,11160
11,1,5,0.0012856,0.15362,11161
11,1,5,0.0011057,0.11996,11162
11,1,5,0.0010004,0.14746,11163
11,1,5,0.0007484,0.21876,11164
12,1,5,0.0034803,0.28183,11165
12,1,5,0.0039957,0.30304,11166
12,1,5,0.0032447,0.32265,11167
12,1,5,0.0026094,0.303,11168
12,1,5,0.0023554,0.30749,11169
12,1,5,0.0023129,0.31174,11170
12,1,5,0.002455,0.30204,11171
12,1,5,0.0023777,0.28731,11172
12,1,5,0.0022189,0.2796,11173
12,1,5,0.0024269,0.27845,11174
12,1,5,0.0027537,0.2853,11175
12,1,5,0.0030751,0.31155,11176
12,1,5,0.003555,0.30997,11177
12,1,5,0.004146,0.2221,11178
12,1,5,0.0052232,0.19374,11179
12,1,5,0.0058252,0.25314,11180
12,1,5,0.0061072,0.24734,11181
12,1,5,0.0044504,0.32326,11182
12,1,5,0.0027123,0.3004,11183
12,1,5,0.0021167,0.40606,11184
13,1,5,0.00043755,0.11449,11185
13,1,5,0.00048972,0.11076,11186
13,1,5,0.00045536,0.10765,11187
13,1,5,0.00039758,0.10454,11188
13,1,5,0.00037419,0.10009,11189
13,1,5,0.00037357,0.096168,11190
13,1,5,0.00037101,0.092527,11191
13,1,5,0.00036636,0.090533,11192
13,1,5,0.00036039,0.089185,11193
13,1,5,0.00040211,0.090263,11194
13,1,5,0.00043703,0.089979,11195
13,1,5,0.00046151,0.086757,11196
13,1,5,0.00049076,0.083141,11197
13,1,5,0.00054369,0.081897,11198
13,1,5,0.00055733,0.076942,11199
13,1,5,0.00058492,0.064333,11200
13,1,5,0.00056433,0.060036,11201
13,1,5,0.00056657,0.059936,11202
13,1,5,0.00051684,0.079728,11203
13,1,5,0.00037528,0.12126,11204
14,1,5,0.00054206,0.046649,11205
14,1,5,0.00061091,0.05669,11206
14,1,5,0.00058542,0.065577,11207
14,1,5,0.00055824,0.073253,11208
14,1,5,0.00053587,0.079067,11209
14,1,5,0.00048092,0.080036,11210
14,1,5,0.00040145,0.079177,11211
14,1,5,0.00034093,0.088817,11212
14,1,5,0.0004319,0.084882,11213
14,1,5,0.00049423,0.070043,11214
14,1,5,0.00052133,0.068617,11215
14,1,5,0.00052187,0.069969,11216
14,1,5,0.00064097,0.070779,11217
14,1,5,0.00073535,0.064569,11218
14,1,5,0.00077801,0.059099,11219
14,1,5,0.00076826,0.061089,11220
14,1,5,0.0007023,0.051079,11221
14,1,5,0.00060537,0.060532,11222
14,1,5,0.0004882,0.071222,11223
14,1,5,0.00039471,0.090185,11224
15,1,5,0.00051428,0.047629,11225
15,1,5,0.00059982,0.061908,11226
15,1,5,0.00062278,0.076886,11227
15,1,5,0.0006333,0.08107,11228
15,1,5,0.0006279,0.073517,11229
15,1,5,0.00060419,0.061258,11230
15,1,5,0.0005633,0.051129,11231
15,1,5,0.00050923,0.046324,11232
15,1,5,0.00048778,0.043496,11233
15,1,5,0.00045197,0.05539,11234
15,1,5,0.00041379,0.066136,11235
15,1,5,0.00043349,0.065047,11236
15,1,5,0.00046754,0.064747,11237
15,1,5,0.00049879,0.066248,11238
15,1,5,0.00050672,0.065597,11239
15,1,5,0.00049951,0.047198,11240
15,1,5,0.00049026,0.029409,11241
15,1,5,0.00047294,0.042304,11242
15,1,5,0.00039571,0.068782,11243
15,1,5,0.00030471,0.088526,11244
16,1,5,0.00042994,0.072058,11245
16,1,5,0.00050089,0.084845,11246
16,1,5,0.00050044,0.086105,11247
16,1,5,0.00047005,0.081819,11248
16,1,5,0.00047077,0.089144,11249
16,1,5,0.00046273,0.084725,11250
16,1,5,0.00044238,0.070835,11251
16,1,5,0.00041206,0.061388,11252
16,1,5,0.00041208,0.062938,11253
16,1,5,0.00039549,0.066034,11254
16,1,5,0.00039019,0.066307,11255
16,1,5,0.00037849,0.061164,11256
16,1,5,0.00037037,0.066014,11257
16,1,5,0.0004156,0.063144,11258
16,1,5,0.00044253,0.069485,11259
16,1,5,0.00041752,0.062586,11260
16,1,5,0.00041617,0.051234,11261
16,1,5,0.00038342,0.039286,11262
16,1,5,0.00032871,0.064315,11263
16,1,5,0.00026549,0.092826,11264
17,1,5,0.00086806,0.070448,11265
17,1,5,0.00091717,0.076576,11266
17,1,5,0.00082621,0.079513,11267
17,1,5,0.00071163,0.095203,11268
17,1,5,0.00071837,0.1008,11269
17,1,5,0.00073052,0.09428,11270
17,1,5,0.00073698,0.083868,11271
17,1,5,0.0007388,0.074255,11272
17,1,5,0.00080619,0.078517,11273
17,1,5,0.00084701,0.079138,11274
17,1,5,0.00092796,0.078123,11275
17,1,5,0.00099771,0.072303,11276
17,1,5,0.0010777,0.060603,11277
17,1,5,0.001094,0.052454,11278
17,1,5,0.0010565,0.048265,11279
17,1,5,0.001035,0.053975,11280
17,1,5,0.00096362,0.058712,11281
17,1,5,0.00085475,0.074909,11282
17,1,5,0.00070603,0.092725,11283
17,1,5,0.00056173,0.10812,11284
18,1,5,0.0035564,0.17588,11285
18,1,5,0.0043467,0.17285,11286
18,1,5,0.003616,0.17495,11287
18,1,5,0.0030752,0.17521,11288
18,1,5,0.0030625,0.17154,11289
18,1,5,0.0031367,0.18283,11290
18,1,5,0.003181,0.22061,11291
18,1,5,0.0032117,0.23145,11292
18,1,5,0.0032679,0.20837,11293
18,1,5,0.0032894,0.19953,11294
18,1,5,0.003264,0.19564,11295
18,1,5,0.0032519,0.17315,11296
18,1,5,0.0033874,0.17914,11297
18,1,5,0.0034169,0.17669,11298
18,1,5,0.0033958,0.18108,11299
18,1,5,0.0032948,0.17816,11300
18,1,5,0.0031849,0.18062,11301
18,1,5,0.0027367,0.24507,11302
18,1,5,0.0023121,0.26551,11303
18,1,5,0.0019538,0.3263,11304
19,1,5,0.0020964,0.24412,11305
19,1,5,0.0022443,0.24827,11306
19,1,5,0.002037,0.2397,11307
19,1,5,0.0017392,0.23362,11308
19,1,5,0.0017035,0.26496,11309
19,1,5,0.0017411,0.26871,11310
19,1,5,0.0017437,0.24786,11311
19,1,5,0.0017156,0.26732,11312
19,1,5,0.0017703,0.26572,11313
19,1,5,0.0016776,0.24907,11314
19,1,5,0.0016992,0.23418,11315
19,1,5,0.001745,0.23565,11316
19,1,5,0.0019939,0.24763,11317
19,1,5,0.0023488,0.23874,11318
19,1,5,0.0025583,0.16697,11319
19,1,5,0.002679,0.16854,11320
19,1,5,0.0028065,0.19665,11321
19,1,5,0.0023878,0.21899,11322
19,1,5,0.0018844,0.32459,11323
19,1,5,0.0014459,0.39601,11324
20,1,5,0.00025836,0.043724,11325
20,1,5,0.00030398,0.049675,11326
20,1,5,0.00031133,0.052092,11327
20,1,5,0.00030654,0.050741,11328
20,1,5,0.00029284,0.049219,11329
20,1,5,0.00027164,0.046357,11330
20,1,5,0.00025338,0.042093,11331
20,1,5,0.00024794,0.033592,11332
20,1,5,0.00026244,0.025743,11333
20,1,5,0.0002797,0.02923,11334
20,1,5,0.0002941,0.043421,11335
20,1,5,0.00030806,0.05192,11336
20,1,5,0.00033227,0.053666,11337
20,1,5,0.00034962,0.050839,11338
20,1,5,0.00035358,0.039862,11339
20,1,5,0.00034566,0.03324,11340
20,1,5,0.00032433,0.017927,11341
20,1,5,0.00029362,0.02559,11342
20,1,5,0.00024958,0.038424,11343
20,1,5,0.00022004,0.061167,11344
21,1,5,0.00072019,0.046817,11345
21,1,5,0.00080131,0.051832,11346
21,1,5,0.00076923,0.05869,11347
21,1,5,0.0007094,0.062728,11348
21,1,5,0.00066404,0.06268,11349
21,1,5,0.00068396,0.062243,11350
21,1,5,0.00067698,0.075085,11351
21,1,5,0.00073159,0.081273,11352
21,1,5,0.00083106,0.073523,11353
21,1,5,0.00090745,0.058374,11354
21,1,5,0.00095962,0.061937,11355
21,1,5,0.00098166,0.057419,11356
21,1,5,0.00099952,0.04824,11357
21,1,5,0.00096237,0.051856,11358
21,1,5,0.00089603,0.056479,11359
21,1,5,0.00085872,0.053863,11360
21,1,5,0.00080827,0.048108,11361
21,1,5,0.00073244,0.058329,11362
21,1,5,0.00062333,0.075232,11363
21,1,5,0.00052199,0.088006,11364
22,1,5,0.0030323,0.23783,11365
22,1,5,0.0031579,0.22954,11366
22,1,5,0.002934,0.26482,11367
22,1,5,0.0026667,0.27563,11368
22,1,5,0.0024743,0.2754,11369
22,1,5,0.0023095,0.26292,11370
22,1,5,0.0022294,0.23857,11371
22,1,5,0.0024035,0.24432,11372
22,1,5,0.0025057,0.24017,11373
22,1,5,0.0025911,0.26073,11374
22,1,5,0.0025738,0.27001,11375
22,1,5,0.0027646,0.25101,11376
22,1,5,0.0032721,0.22501,11377
22,1,5,0.0038993,0.21836,11378
22,1,5,0.0045213,0.25979,11379
22,1,5,0.0046928,0.30648,11380
22,1,5,0.0044323,0.24025,11381
22,1,5,0.0032079,0.27527,11382
22,1,5,0.0022744,0.26459,11383
22,1,5,0.0017868,0.32091,11384
23,1,5,0.00047624,0.056115,11385
23,1,5,0.00053408,0.055078,11386
23,1,5,0.00058011,0.054321,11387
23,1,5,0.00064279,0.052658,11388
23,1,5,0.00067731,0.056099,11389
23,1,5,0.000676,0.054247,11390
23,1,5,0.00064537,0.050907,11391
23,1,5,0.00063135,0.047604,11392
23,1,5,0.00065321,0.04763,11393
23,1,5,0.00065519,0.046764,11394
23,1,5,0.00064182,0.053638,11395
23,1,5,0.00061004,0.056802,11396
23,1,5,0.00066196,0.051762,11397
23,1,5,0.00069145,0.048252,11398
23,1,5,0.00068208,0.045233,11399
23,1,5,0.00065138,0.041106,11400
23,1,5,0.00060538,0.042232,11401
23,1,5,0.00054308,0.042809,11402
23,1,5,0.00046141,0.058862,11403
23,1,5,0.00039917,0.070515,11404
24,1,5,0.00032865,0.031078,11405
24,1,5,0.00037674,0.03647,11406
24,1,5,0.0003804,0.036288,11407
24,1,5,0.00037656,0.030319,11408
24,1,5,0.00036762,0.031311,11409
24,1,5,0.00035986,0.033183,11410
24,1,5,0.00036004,0.03227,11411
24,1,5,0.00035663,0.036184,11412
24,1,5,0.00034972,0.032285,11413
24,1,5,0.00034022,0.030998,11414
24,1,5,0.00033848,0.028518,11415
24,1,5,0.00033979,0.028567,11416
24,1,5,0.00034697,0.031611,11417
24,1,5,0.00034305,0.037029,11418
24,1,5,0.00036577,0.034654,11419
24,1,5,0.00036567,0.029362,11420
24,1,5,0.00034075,0.021745,11421
24,1,5,0.00030358,0.027861,11422
24,1,5,0.00025256,0.032228,11423
24,1,5,0.00021383,0.038567,11424
25,1,5,0.00033915,0.043047,11425
25,1,5,0.00039897,0.055222,11426
25,1,5,0.00041424,0.066814,11427
25,1,5,0.0004214,0.068164,11428
25,1,5,0.00042197,0.061254,11429
25,1,5,0.00042733,0.05006,11430
25,1,5,0.00045644,0.04007,11431
